NC_044048.1	0	100000	449
NC_044048.1	100000	200000	209
NC_044048.1	200000	300000	185
NC_044048.1	300000	400000	579
NC_044048.1	400000	500000	152
NC_044048.1	500000	600000	119
NC_044048.1	600000	700000	217
NC_044048.1	700000	800000	202
NC_044048.1	800000	900000	143
NC_044048.1	900000	1000000	176
NC_044048.1	1000000	1100000	293
NC_044048.1	1100000	1200000	18
NC_044048.1	1200000	1300000	191
NC_044048.1	1300000	1400000	288
NC_044048.1	1400000	1500000	238
NC_044048.1	1500000	1600000	347
NC_044048.1	1600000	1700000	325
NC_044048.1	1700000	1800000	499
NC_044048.1	1800000	1900000	496
NC_044048.1	1900000	2000000	190
NC_044048.1	2000000	2100000	325
NC_044048.1	2100000	2200000	336
NC_044048.1	2200000	2300000	429
NC_044048.1	2300000	2400000	174
NC_044048.1	2400000	2500000	378
NC_044048.1	2500000	2600000	369
NC_044048.1	2600000	2700000	360
NC_044048.1	2700000	2800000	213
NC_044048.1	2800000	2900000	310
NC_044048.1	2900000	3000000	343
NC_044048.1	3000000	3100000	359
NC_044048.1	3100000	3200000	307
NC_044048.1	3200000	3300000	427
NC_044048.1	3300000	3400000	348
NC_044048.1	3400000	3500000	418
NC_044048.1	3500000	3600000	347
NC_044048.1	3600000	3700000	449
NC_044048.1	3700000	3800000	512
NC_044048.1	3800000	3900000	450
NC_044048.1	3900000	4000000	426
NC_044048.1	4000000	4100000	365
NC_044048.1	4100000	4200000	438
NC_044048.1	4200000	4300000	391
NC_044048.1	4300000	4400000	508
NC_044048.1	4400000	4500000	486
NC_044048.1	4500000	4600000	496
NC_044048.1	4600000	4700000	581
NC_044048.1	4700000	4800000	475
NC_044048.1	4800000	4900000	560
NC_044048.1	4900000	5000000	481
NC_044048.1	5000000	5100000	475
NC_044048.1	5100000	5200000	468
NC_044048.1	5200000	5300000	644
NC_044048.1	5300000	5400000	645
NC_044048.1	5400000	5500000	406
NC_044048.1	5500000	5600000	369
NC_044048.1	5600000	5700000	618
NC_044048.1	5700000	5800000	498
NC_044048.1	5800000	5900000	381
NC_044048.1	5900000	6000000	537
NC_044048.1	6000000	6100000	497
NC_044048.1	6100000	6200000	729
NC_044048.1	6200000	6300000	519
NC_044048.1	6300000	6400000	249
NC_044048.1	6400000	6500000	386
NC_044048.1	6500000	6600000	299
NC_044048.1	6600000	6700000	599
NC_044048.1	6700000	6800000	523
NC_044048.1	6800000	6900000	485
NC_044048.1	6900000	7000000	357
NC_044048.1	7000000	7100000	460
NC_044048.1	7100000	7200000	189
NC_044048.1	7200000	7300000	118
NC_044048.1	7300000	7400000	427
NC_044048.1	7400000	7500000	192
NC_044048.1	7500000	7600000	298
NC_044048.1	7600000	7700000	263
NC_044048.1	7700000	7800000	448
NC_044048.1	7800000	7900000	274
NC_044048.1	7900000	8000000	436
NC_044048.1	8000000	8100000	559
NC_044048.1	8100000	8200000	434
NC_044048.1	8200000	8300000	760
NC_044048.1	8300000	8400000	309
NC_044048.1	8400000	8500000	263
NC_044048.1	8500000	8600000	204
NC_044048.1	8600000	8700000	452
NC_044048.1	8700000	8800000	378
NC_044048.1	8800000	8900000	395
NC_044048.1	8900000	9000000	342
NC_044048.1	9000000	9100000	489
NC_044048.1	9100000	9200000	420
NC_044048.1	9200000	9300000	188
NC_044048.1	9300000	9400000	194
NC_044048.1	9400000	9500000	471
NC_044048.1	9500000	9600000	463
NC_044048.1	9600000	9700000	521
NC_044048.1	9700000	9800000	485
NC_044048.1	9800000	9900000	515
NC_044048.1	9900000	10000000	441
NC_044048.1	10000000	10100000	423
NC_044048.1	10100000	10200000	288
NC_044048.1	10200000	10300000	411
NC_044048.1	10300000	10400000	347
NC_044048.1	10400000	10500000	457
NC_044048.1	10500000	10600000	558
NC_044048.1	10600000	10700000	443
NC_044048.1	10700000	10800000	431
NC_044048.1	10800000	10900000	516
NC_044048.1	10900000	11000000	425
NC_044048.1	11000000	11100000	372
NC_044048.1	11100000	11200000	333
NC_044048.1	11200000	11300000	379
NC_044048.1	11300000	11400000	34
NC_044048.1	11400000	11500000	114
NC_044048.1	11500000	11600000	463
NC_044048.1	11600000	11700000	672
NC_044048.1	11700000	11800000	643
NC_044048.1	11800000	11900000	502
NC_044048.1	11900000	12000000	572
NC_044048.1	12000000	12100000	546
NC_044048.1	12100000	12200000	612
NC_044048.1	12200000	12300000	447
NC_044048.1	12300000	12400000	440
NC_044048.1	12400000	12500000	458
NC_044048.1	12500000	12600000	535
NC_044048.1	12600000	12700000	511
NC_044048.1	12700000	12800000	542
NC_044048.1	12800000	12900000	487
NC_044048.1	12900000	13000000	522
NC_044048.1	13000000	13100000	468
NC_044048.1	13100000	13200000	476
NC_044048.1	13200000	13300000	527
NC_044048.1	13300000	13400000	437
NC_044048.1	13400000	13500000	597
NC_044048.1	13500000	13600000	623
NC_044048.1	13600000	13700000	620
NC_044048.1	13700000	13800000	522
NC_044048.1	13800000	13900000	448
NC_044048.1	13900000	14000000	332
NC_044048.1	14000000	14100000	459
NC_044048.1	14100000	14200000	626
NC_044048.1	14200000	14300000	768
NC_044048.1	14300000	14400000	488
NC_044048.1	14400000	14500000	474
NC_044048.1	14500000	14600000	374
NC_044048.1	14600000	14700000	547
NC_044048.1	14700000	14800000	645
NC_044048.1	14800000	14900000	613
NC_044048.1	14900000	15000000	486
NC_044048.1	15000000	15100000	561
NC_044048.1	15100000	15200000	631
NC_044048.1	15200000	15300000	689
NC_044048.1	15300000	15400000	549
NC_044048.1	15400000	15500000	424
NC_044048.1	15500000	15600000	433
NC_044048.1	15600000	15700000	571
NC_044048.1	15700000	15800000	918
NC_044048.1	15800000	15900000	680
NC_044048.1	15900000	16000000	515
NC_044048.1	16000000	16100000	510
NC_044048.1	16100000	16200000	697
NC_044048.1	16200000	16300000	561
NC_044048.1	16300000	16400000	532
NC_044048.1	16400000	16500000	498
NC_044048.1	16500000	16600000	707
NC_044048.1	16600000	16700000	492
NC_044048.1	16700000	16800000	494
NC_044048.1	16800000	16900000	579
NC_044048.1	16900000	17000000	284
NC_044048.1	17000000	17100000	584
NC_044048.1	17100000	17200000	693
NC_044048.1	17200000	17300000	583
NC_044048.1	17300000	17400000	393
NC_044048.1	17400000	17500000	575
NC_044048.1	17500000	17600000	603
NC_044048.1	17600000	17700000	610
NC_044048.1	17700000	17800000	573
NC_044048.1	17800000	17900000	590
NC_044048.1	17900000	18000000	526
NC_044048.1	18000000	18100000	488
NC_044048.1	18100000	18200000	549
NC_044048.1	18200000	18300000	653
NC_044048.1	18300000	18400000	546
NC_044048.1	18400000	18500000	595
NC_044048.1	18500000	18600000	634
NC_044048.1	18600000	18700000	589
NC_044048.1	18700000	18800000	688
NC_044048.1	18800000	18900000	571
NC_044048.1	18900000	19000000	593
NC_044048.1	19000000	19100000	457
NC_044048.1	19100000	19200000	641
NC_044048.1	19200000	19300000	820
NC_044048.1	19300000	19400000	574
NC_044048.1	19400000	19500000	468
NC_044048.1	19500000	19600000	11
NC_044048.1	19600000	19700000	652
NC_044048.1	19700000	19800000	645
NC_044048.1	19800000	19900000	737
NC_044048.1	19900000	20000000	822
NC_044048.1	20000000	20100000	205
NC_044048.1	20100000	20200000	397
NC_044048.1	20200000	20300000	808
NC_044048.1	20300000	20400000	528
NC_044048.1	20400000	20500000	525
NC_044048.1	20500000	20600000	430
NC_044048.1	20600000	20700000	687
NC_044048.1	20700000	20800000	537
NC_044048.1	20800000	20900000	478
NC_044048.1	20900000	21000000	527
NC_044048.1	21000000	21100000	474
NC_044048.1	21100000	21200000	592
NC_044048.1	21200000	21300000	734
NC_044048.1	21300000	21400000	337
NC_044048.1	21400000	21500000	463
NC_044048.1	21500000	21600000	650
NC_044048.1	21600000	21700000	401
NC_044048.1	21700000	21800000	276
NC_044048.1	21800000	21900000	301
NC_044048.1	21900000	22000000	631
NC_044048.1	22000000	22100000	646
NC_044048.1	22100000	22200000	585
NC_044048.1	22200000	22300000	642
NC_044048.1	22300000	22400000	687
NC_044048.1	22400000	22500000	481
NC_044048.1	22500000	22600000	589
NC_044048.1	22600000	22700000	599
NC_044048.1	22700000	22800000	506
NC_044048.1	22800000	22900000	505
NC_044048.1	22900000	23000000	498
NC_044048.1	23000000	23100000	811
NC_044048.1	23100000	23200000	758
NC_044048.1	23200000	23300000	439
NC_044048.1	23300000	23400000	520
NC_044048.1	23400000	23500000	542
NC_044048.1	23500000	23600000	618
NC_044048.1	23600000	23700000	648
NC_044048.1	23700000	23800000	718
NC_044048.1	23800000	23900000	582
NC_044048.1	23900000	24000000	637
NC_044048.1	24000000	24100000	693
NC_044048.1	24100000	24200000	692
NC_044048.1	24200000	24300000	762
NC_044048.1	24300000	24400000	528
NC_044048.1	24400000	24500000	710
NC_044048.1	24500000	24600000	573
NC_044048.1	24600000	24700000	534
NC_044048.1	24700000	24800000	681
NC_044048.1	24800000	24900000	534
NC_044048.1	24900000	25000000	814
NC_044048.1	25000000	25100000	792
NC_044048.1	25100000	25200000	584
NC_044048.1	25200000	25300000	497
NC_044048.1	25300000	25400000	721
NC_044048.1	25400000	25500000	632
NC_044048.1	25500000	25600000	539
NC_044048.1	25600000	25700000	127
NC_044048.1	25700000	25800000	314
NC_044048.1	25800000	25900000	607
NC_044048.1	25900000	26000000	517
NC_044048.1	26000000	26100000	555
NC_044048.1	26100000	26200000	585
NC_044048.1	26200000	26300000	665
NC_044048.1	26300000	26400000	0
NC_044048.1	26400000	26500000	124
NC_044048.1	26500000	26600000	575
NC_044048.1	26600000	26700000	522
NC_044048.1	26700000	26800000	481
NC_044048.1	26800000	26900000	647
NC_044048.1	26900000	27000000	482
NC_044048.1	27000000	27100000	625
NC_044048.1	27100000	27200000	655
NC_044048.1	27200000	27300000	693
NC_044048.1	27300000	27400000	644
NC_044048.1	27400000	27500000	679
NC_044048.1	27500000	27600000	340
NC_044048.1	27600000	27700000	569
NC_044048.1	27700000	27800000	522
NC_044048.1	27800000	27900000	519
NC_044048.1	27900000	28000000	515
NC_044048.1	28000000	28100000	490
NC_044048.1	28100000	28200000	641
NC_044048.1	28200000	28300000	610
NC_044048.1	28300000	28400000	492
